eng,dzo,eng_to_dzo,dzo_to_eng
"The advice assumes that travellers do not steal, trespass, participate in the illegal market, beg, or otherwise exploit other people for their own gain.",བསླབ་བྱ་འདི་ གིས་ག་ཅི་སླབ་སྨོ་ཟེར་བ་ཅིན་ འགྲོ་་འགྲུལ་པ་ཚུ་གིས་ ཨརཝ་བརྐུ་མ་ཆོག་པའི་ཁར་  ཧམ་འཛུལ་མ་འབད་བར་  ཁྲིམས་འགལ་གྱི་ཚོང་ནང་བཅའ་མར་གཏོགས་མི་བཏུབ་དང་ ལྷང་ནི་ ཡང་ན་ རང་འདོད་ལུ་བལྟ་སྟེ་ མི་གཞན་ལོག་སྤྱོད་འབད་ནི་མི་འོང་།,བསླབ་བྱ་འདི་གིས་ འགྲུལ་པ་ཚུ་གིས་ ཨརཝ་བརྐུ་ནི་དང་ ཁྲིམས་འགལ་གྱི་ཚོང་འབྲེལ་ནང་ བཅའ་མར་གཏོགས་ནི་ སྨོན་ལམ་བཏབ་ནི་ ཡང་ན་ གཞན་མི་ཚུ་ལུ་ རང་སོའི་ཁེ་ཕན་གྱི་དོན་ལུ་ ལག་ལེན་འཐབ་ནི་ཚུ་ མ་འབད་ཟེར་ མནོ་བསམ་གཏངམ་ཨིན།,"What this advice means is that travelers must not steal, rob, engage in illegal trade, rob or abuse others for their own benefit."
"An immigration checkpoint is usually the first stop when disembarking from a plane, a ship, or another vehicle.",ནང་སྐྱོད་ཀྱི་ས་མཚམས་སྒོ་ར་འདི་ གནམ་གྲུ་ གྲུ་ཆེན་ཡང་ན་ སྣུམ་འཁོར་གཞན་ཚུ་ལས་འཐོན་པའི་སྐབས་་སྒུག་སྡོད་ས་གི་ས་སྒོ་དང་པ་ཨིན།,གནམ་གྲུ་དང་གྲུ་ དེ་ལས་ སྣུམ་འཁོར་གཞན་ཚུ་ནང་ལས་ མར་འབབ་པའི་སྐབས་ ནང་སྐྱོད་བརྟག་དཔྱད་ས་ཚིགས་འདི་ འགོ་དང་པ་རང་ བཀག་ཆ་འབད་སའི་ས་སྒོ་ཅིག་ཨིན།,"The border gate of immigration is the first place to wait when you get off a plane, ship or other vehicle."
In some cross-border trains inspections are done on the running train and you should have valid ID with you when boarding one of those trains.,ས་མཚམས་བདའ་སྟེ་འགྱོ་མི་ རེ་ལི་ནང་ རེ་ལི་འདི་འགྱོ་སྡོད་པའི་བར་ན་རང་ ཞིབ་དཔྱད་ཚུ་འབད་ནི་འདི་གིས་ དེ་བཟུམ་མའི་རེ་ལི་ནང་འཛུལཝ་ད་ རང་དང་གཅིག་ཁར་ ཆ་གནས་ཡོད་པའི་མི་ཁུངས་ངོ་སྤྲོད་ལག་ཁྱེར་འབག་དགོཔ་འདི་གལ་ཆེ།,ས་མཚམས་བདའ་སྟེ་ རེ་ལི་ལ་ལོ་ཅིག་ནང་ བརྟག་དཔྱད་ཚུ་ རེ་ལི་འགྱོ་བའི་སྐབས་ འབད་དོ་ཡོདཔ་ལས་ རེ་ལི་དེ་ཚུ་གི་གྲས་ལས་ གཅིག་ནང་ འཛུལ་བའི་སྐབས་ ཁྱོད་དང་གཅིག་ཁར་ ཆ་གནས་ཅན་གྱི་ ངོ་སྤྲོད་ལག་ཁྱེར་དགོཔ་ཨིན་པས།,It is important to carry a valid ID card with you when boarding such a train as checks are conducted while the train is running.
"On night sleeper trains, passports may be collected by the conductor so that you do not have your sleep interrupted.",ཕྱི་རུ་ཉལ་དགོ་སའི་རེ་ལི་ནང་ ཡང་ཅིན་ གཉིད་མི་དཀྲོགས་ནིའི་ཐབས་ལུ་ མི་ཁུངས་ངོ་སྤྲོད་ལག་ཁྱེར་ཚུ་ སྐྱེལ་འདྲེན་གླ་ཆ་ལེན་མི་གིས་བསྡུ་བཞག་འོང་།,མཚན་མོའི་གཉིད་ལམ་གྱི་རེ་ལི་ཚུ་ནང་ ཁྱོད་ཀྱི་གཉིད་ལམ་བར་ཆད་མ་འབྱུང་ནི་གི་དོན་ལུ་ འགྲུལ་སྐྱེལ་འགོ་དཔོན་གྱིས་ ཆོག་ཐམ་ཚུ་ བསྡུ་ལེན་འབད་ཚུགས།,"On the train where you have to sleep at night or to avoid disturbing your sleep, your ID will be collected by the transportation person."
"Registration is an additional requirement for the visa process. In some countries, you must register your presence and address where you are staying with the local authorities.",ཐོ་བཀོད་འབད་ནི་འདི་ སྐྱོད་ཐམ་བྱ་རིམ་གྱི་དོན་ལུ་ དགོས་མཁོ་ཅིག་ཨིན། རྒྱལ་ཁབ་ལ་ལུ་ཅིག་ནང་ རང་ལྷོད་ས་དང་ སྡོད་སའི་ཁ་བྱང་ཚུ་ཡང་ ས་གནས་ཀྱིད་བང་འཛིན་དང་གཅིག་ཁར་ ཐོ་བཀོད་འབད་དགོ།,ཐོ་བཀོད་འབད་ནི་འདི་ སྐྱོད་ཐམ་གྱི་བྱ་རིམ་ནང་ ཁ་སྐོང་དགོས་མཁོ་ཅིག་ཨིན། རྒྱལ་ཁབ་ལ་ལུ་ཅིག་ནང་ ཁྱོད་རའི་གནས་སྟངས་དང་ སྡོད་སའི་ཁ་བྱང་ཚུ་ ས་གནས་ཀྱི་དབང་འཛིན་ཚུ་ལུ་ ཐོ་བཀོད་འབད་དགོཔ་ཨིན་པས།,"Registration is a requirement for the visa process. In some countries, you must also register your address and residence with the local authorities."
This might require filling out a form with the local police or a visit to the immigration offices.,འདི་གི་དོན་ལུ་ ས་གནས་ཀྱི་ཁྲིམས་སྲུང་འགག་པ་ཚུ་དང་འབྲི་ཤོག་བཀང་ནི་ཡང་ན་ ནང་སྐྱོད་ཡིག་ཚང་ནང་འགྱོ་དགོ།,འདི་གི་དོན་ལུ་ ས་གནས་ཀྱི་ཁྲིམས་སྲུང་འགག་པ་ཚུ་དང་གཅིག་ཁར་ འབྲི་ཤོག་བཀང་དགོཔ་དང་ ཡང་ན་ ནང་སྐྱོད་ཡིག་ཚང་ཚུ་ནང་ འགྱོ་དགོཔ་འོང་།,"For this, fill out a form with the local police or go to the immigration office."
"In many countries with such a law, local hotels will handle the registration (make sure to ask).",དེ་བཟུམ་མའི་ཁྲིམས་ལུགས་ཡོད་སའི་ རྒྱལ་ཁབ་མང་ཤོས་ཅིག་ནང་ལུ་ ས་གནས་ཀྱི་བཟའ་ཁང་ཚུ་གིས་ཐོ་བཀོད་འབདཝ་ཨིན།,དེ་བཟུམ་གྱི་ཁྲིམས་ལུགས་ཡོད་པའི་རྒྱལ་ཁབ་མང་ཤོས་ཅིག་ནང་ ས་གནས་ཀྱི་ཟ་ཁང་ཚུ་གིས་ ཐོ་བཀོད་འབད་འོང་།,"In most countries where such laws exist, local restaurants do the listing."
"In other cases, only those staying outside of tourist accommodations need to register.  However, this makes the law much more obscure, so find out beforehand.",གནས་སྟངས་གཞན་བཟུམ་ཅིག་ནང་འའབད་བ་ཅིན་ ལྟ་བཤལཔ་ཚུའི་སྡོད་གནས་་ཀྱི་ ཕྱི་ཁར་སྡོད་མི་ཚུ་རྐྱངམ་གཅིག་ ཐོ་བཀོད་འབད་དགོ། དེ་འབདཝ་ད་ འདི་གིས་ཁྲིམས་ལུགས་འདི་ གསལ་རི་རི་མེདཔ་ཅིག་སྦེ་བཟོཝ་ལས་བརྟེན་ འདི་ཚུ་གི་སྐོར་ལས་ཧེ་མ་རང་བལྟ་དགོ།,གནད་དོན་གཞན་ཚུ་ནང་ ལྟ་བཤལཔ་སྡོད་ཁྱིམ་གྱི་ཕྱི་ཁར་སྡོད་མི་ཚུ་གིས་རྐྱངམ་གཅིག་ ཐོ་བཀོད་འབད་དགོཔ་ཨིན་པས།  ཨིན་རུང་ འདི་གིས་ ཁྲིམས་ལུགས་འདི་ ཧེང་སྐལ་རང་ གསལ་ཏོག་ཏོ་མེདཔ་བཟོཝ་ལས་ ཧེ་མ་ལས་ ཤེས་དགོ།,"In other cases, only those living outside the tourist accommodation should be registered. But this makes the law somewhat vague, so look at those things first."
Architecture is concerned with the design and construction of buildings. The architecture of a place is often a tourist attraction in its own right.,བཟོ་བཀོད་རིག་པ་འདི་ སྒྲིང་ཁྱིམ་ཚུ་གི་ བཟོ་བཀོད་དང་བཟོ་སྐྲུན་གྱི་སྐོར་ལས་ཨིན། འཕྲལ་འཕྲལ་རང་ ས་གནས་ནང་ཡོད་པའི་ ཁྱིམ་གྱི་བཟོ་བཀོད་དང་བཟོ་སྐྲུན་འབད་ཐངས་ཚུ་ ལྟ་བཤལ་ཚུ་གི་ཡིད་འཕྲོག་པའི་རྒྱུ་ཅིག་འབད་རྩིཝ་ཨིན།,བཟོ་རིགས་འདི་ སྒྲིང་ཁྱིམ་གྱི་བཟོ་བཀོད་དང་བཟོ་བསྐྲུན་ལུ་འབྲེལ་བ་ཡོདཔ་ཨིན། ས་གནས་ཀྱི་བཟོ་བཀོད་འདི་ འཕྲལ་འཕྲལ་སྐབས་ རང་སོའི་དབང་ཚད་ནང་ ལྟ་བཤལཔ་ཚུ་གི་ མཐོང་སྣང་ཅིག་ཨིན།,"Architecture is about the design and construction of buildings. Often, the design and construction methods of the houses in the area are considered as a factor in the attraction of tourists."
Many buildings are quite beautiful to look at and the view from a tall building or from a cleverly-positioned window can be a beauty to behold.,སྒྲིང་ཁྱིམ་ཚུ་ མང་ཤོས་ཅིག་རང་ ལྟ་བའི་སྐབས་ མཛེས་ཏོག་ཏོ་མཐོང་བའི་ཁར་ སྒྲིང་ཁྱིམ་རིངམོ་ཡོད་ས་ལུ་ རིག་པ་གཡོག་བཀོལ་ཏེ་ སྒོ་ཅུང་སྒྲིག་པ་ཅིན་ ལྟ་སྣང་འདི་ མཛེས་ཆ་དང་ལྡནམ་སྦེ་མཐོངམ་ཨིན།,སྒྲིང་ཁྱིམ་མང་ཤོས་ཅིག་ བལྟ་ནི་ལུ་ ཧ་ཅང་གིས་ མཛེས་ཏོག་ཏོ་ཡོདཔ་ལས་ སྒྲིང་ཁྱིམ་མཐོ་དྲགས་ཅིག་ལས་ ཡང་ན་ རིག་པ་ཅན་གྱི་སྒོ་སྒྲིག་ནང་ལས་ མཐོང་སྣང་འདི་ བལྟ་ནི་ལུ་ མཛེས་ཏོག་ཏོ་ཅིག་ཨིན།,"Buildings usually look beautiful when viewed, and where there are tall buildings, if you use your ingenuity and install a window, the view will be more attractive."
"Architecture overlaps considerably with other fields including urban planning, civil engineering, decorative arts, interior design and landscape design.",བཟོ་བཀོད་རིག་པ་འདི་ གཞན་མི་ཆོས་ཚན་ ཁྲོམ་སྡེ་འཆར་གཞི་ བཟོ་སྐྲུན་གྱི་ལཱ་ མཛེས་པའི་རྩལ་རིག་ ནང་ན་གི་བཟོ་བཀོད་དང་ སའི་ཆ་ལུགས་བཟོ་བཀོད་ཚུ་དང་ཅོག་འཐདཔ་ཡོདཔ་ཨིན།,བཟོ་རིགས་འདི་ ཁྲོམ་ཚོགས་འཆར་གཞི་དང་ ཞི་བའི་བཟོ་རིག་ མཛེས་རྒྱན་གྱི་སྒྱུ་རྩལ་ ནང་ན་གི་བཟོ་བཀོད་དང་ ས་ཆའི་གནས་སྟངས་ཀྱི་བཟོ་བཀོད་ཚུ་རྩིས་ཏེ་ གཞན་མི་ལཱ་གཞི་ཚུ་དང་ཅིག་ཁར་ གཅིག་ཁར་སྦེ་ཡོདཔ་ཨིན།,"Architecture is similar to other disciplines such as urban planning, construction, fine arts, interior design, and landscape architecture."
"Given how remote many of the pueblos are, you won't be able to find a significant amount of nightlife without traveling to Albuquerque or Santa Fe.",པི་ཡུབ་ལོས་འདི་ མཐའ་ཟུར་གྱི་ས་གནས་ཅིག་འབདཝ་ལས་ ཨལ་བ་ཀར་ཀི་ཡང་ན་ སཱད་ཏ་ཕཱེ་ལུ་འགྲོ་འགླུལ་མ་འབད་བ་ཅིན་ ནུབ་མོའི་སྤྲོ་བ་ཚུ་ གནམ་མེད་ས་མེད་མཐོང་མི་ཚུགས།,འདི་ཡང་ མི་སེར་ཚུ་གིས་ མཐའ་འཁོར་གནས་སྟངས་ལུ་བལྟ་སྟེ་ མཚན་མོའི་མི་ཚེ་འདི་ Albuquerque ཡང་ན་ Santa Fe ལུ་མ་འགྱོ་བར་ མཐོང་ཚུགས་ནི་ཨིན་མས།,"Because Pueblos is so remote, you won’t see much nightlife if you don’t travel to Alba Karkee or Saddafe."
