eng,dzo
I just want us to stay together.,ང་གི་ང་བཅས་ག་ར་གཅིག་ཁར་སྡོད་དགོ་མནོཝ་ཡོད།
I just want what I was promised.,ང་ལུ་ང་གིས་ག་ཅི་ཁས་བླངས་འབད་ཚར་མི་འདི་ཙམ་དགོཔ་ཡོད།
I just want what everyone wants.,ང་ལུ་མི་ག་ར་གིས་ག་ཅི་དགོཔ་ཙམ་དགོ་མནོཝ་ཡོད།
I just want what's best for you.,ཁྱོད་ལུ་དྲག་ཤོས་ག་ཅི་ཨིན་ན་འདི་ཙམ་ང་ལུ་དགོཔ་ཡོད།
I just want you out of my house.,ང་ཁྱོད་ངེ་གི་ཁྱིམ་ནང་ལས་ཕྱི་ཁར་འཐོན་འགྱོ་དགོ་མནོ་ཙམ་ཡོད།
I just want you to listen to me.,ང་གིས་ཁྱོད་ང་ལུ་ཉན་དགོ་མནོཝ་ཙམ་ཡོད།
I just wanted to check my email.,ང་ངེ་གི་གློག་འཕྲིན་ཅིག་དབྱེ་ཞིབ་འབད་དགོ་མནོ་ཡོད།
I'd lock my doors if I were you.,ང་ཁྱོད་ཨིན་པ་ཅིན་ང་གིས་ངེ་གི་སྒོ་ཚུ་ལྡེ་མིག་རྐྱབ་བཞག་བཞགཔ་འོང་།
I'd love to come back next week.,ང་གིས་བདུན་ཕྲག་ཤུལ་མམ་ནང་ལོག་འོང་ནི་སེམས་ཡོད།
I'd love to go fishing with you.,ང་ཁྱོད་དང་མཉམ་གཅིག་ཉ་གཟུང་པར་འགྱོ་ནི་དགའ།
I'd love to hold you in my arms.,ང་གིས་ཁྱོད་ངེ་གི་ལག་ཐོ་གཟུང་བཞག་ནི་དགའ།
I'd never do anything so stupid.,ང་གིས་ག་ཅི་འབད་རུང་དེ་བཟུམ་འབྱུང་ཁུངས་མེདཔ་རྩ་ལས་མི་འབད།
I'd never seen Karma dance before.,ང་གིས་ཀརྨ་ཞབས་ཁྲ་རྐྱབ་ས་ཧེ་མ་རྩ་ལས་མ་མཐོང་།
I'd never seen anything like it.,ང་གིས་ག་ཅི་ཡང་དེ་བཟུམ་རྩ་ལས་མ་མཐོང་།
I'd prefer to do that on Monday.,ང་གིས་དེ་གཟའ་མིག་དམར་ལུ་འབད་ནི་སྦེ་གདམ་ཁ་རྐྱབ་འོང་།
I'd rather have a piece of cake.,དེ་བ་ཡང་ང་ལུ་མངར་ཁུར་ཕྱམ་ཕྱིམ་གཅིག་དགོ་པས།
I'd rather just let people talk.,ང་གིས་མི་ཚུ་བློ་སླབ་བཅུག་ནི་འདི་ར་ཨིན།
I'd rather swim than go jogging.,ང་གིས་དལ་རྒྱུག་ལས་ལྶག་རྩལ་རྐྱབ་ནི་ཨིན།
I'd rather walk than take a bus.,ང་གིས་བཱསི་འབགཔ་ལས་རྐང་ཐང་འགྱོ་ནི་འདི་ཨིན།
I'll always be here to help you.,ཁྱོད་ལུ་ཆ་རོགས་འབད་ནི་དོན་ལས་ང་ཨ་རྟག་ར་ནཱ་ལུ་སྡོད་འོང་།
I'll be back before you know it.,ཁྱོད་ཀྱི་མ་ཤེས་པའི་ཧེ་མ་ང་ལོག་ལྷོད་འོང་།
I'll be gone for an entire week.,ང་བདུན་ཕྲག་ཆ་མཉམ་གྱི་དོན་ལུ་འགྱོ་ནི་ཨིན།
I'll be more than happy to help.,ང་ཁྱོད་ལུ་ཆ་རོགས་འབད་ནི་ལས་ལྷག་སྟེ་སེམས་དགའ་ནི་མས།
I'll be punished for what I did.,ང་གིས་ག་ཅི་འབད་མི་ལུ་ཉེས་བྱ་བཀལ་འོང་།
I'll be staying here for a week.,བདུན་ཕྲག་གཅིག་གི་དོན་ལས་ང་ནཱ་སྡོད་ནི་ཨིན།
I'll be the last one to do that.,དེ་འབད་མི་འདི་མཇུག་རང་ང་འོང་།
I'll be upstairs if you need me.,ཁྱོད་ང་དགོ་པ་ཅིན་ང་སྟེང་ཐོག་ལུ་སྡོད་འོང་།
I'll be waiting for you outside.,ང་ཁྱོད་ལུ་ཕྱི་ཁ་སྒུག་སྡོད་འོང་།
I'll begin by asking a question.,ང་གིས་དྲི་བ་འདྲི་སྟེ་འགོ་བཙུགས་འོང་།
I'll believe that when I see it.,ང་གིས་འདི་མཐོང་པའི་སྐབས་ཡིད་ཆེས་སྐྱེད་ཚུགས།
I'll bring you a glass of water.,ང་གིས་ཁྱོད་ཆུ་ཤེལ་ཕོར་གང་འབག་འོང་གེ།
I'll bring you something to eat.,ང་གིས་ཁྱོད་ལུ་ཟ་ནི་དོན་ལས་ག་ཅི་ཅིག་འབག་འོང་།
I'll call back as soon as I can.,ང་གིས་ག་དེ་མགྱོགས་མགྱོགས་འབད་ཚུགསཔ་ཅི་ཁྱོད་ལུ་བརྒྱུད་འཕྲིན་གཏང་འོང།
I'll call this evening at seven.,ང་གིས་ད་རིས་ཕྱི་རུ་ཚུ་ཚོད་བདུན་ལུ་བརྒྱུད་འཕྲིན་གཏང་འོང།
I'll call you as soon as I know.,ང་གིས་ག་དེ་མགྱོགས་མགྱོགས་ཤེསཔ་ཅི་ཁྱོད་ལུ་བརྒྱུད་འཕྲིན་གཏང་འོང།
I'll come again some other time.,ང་ལོག་སྟེ་དུས་ཚོད་གཞན་མི་ཅིག་ནང་འཐོན་འོང་།
I'll find friends wherever I go.,ང་ག་ཏེ་འགྱོ་རུང་ང་གིས་ཆ་རོགས་འཐོབ།
I'll follow you wherever you go.,ཁྱོད་ག་ཏེ་འགྱོ་རུང་ང་གིས་ཁྱོད་རྟིང་བདའ་ནི་ཨིན།
I'll get fired if I don't do it.,ང་གིས་དེ་མ་འབད་བ་ཅིན་ང་བཏོན་གཏང་འོང་།
I'll give Karma whatever he wants.,ཀརྨ་ག་ཅི་དགོཔ་ཅིག་ང་གིས་བྱིན་ནི་ཨིན།
I'll give you a couple examples.,ང་གིས་ཁྱོད་ལུ་བཟའ་གྲོགས་ཀྱི་དཔེ་ཚུ་བྱིན་གེ།
I'll give you a piece of advice.,ང་གིས་ཁྱོད་ལུ་བསླབ་བྱ་གཅག་བྱིན་འོང།
I'll give you anything but this.,ང་གིས་ཁྱོད་ལུ་ཨ་ནཱི་ལས་གཞན་ག་ཅི་ཨིན་རུང་བྱིན་ནི་ཨིན།
I'll go get us something to eat.,ང་བཅས་ཟ་ནི་དོན་ལས་ང་འགྱོ་སྦེ་ག་ཅི་ཅིག་འབག་འོང་གེ།
I'll go out after having dinner.,ང་གིས་ཕྱི་རིའི་ལྟོ་ཟ་ཞིནམ་ལས་ཕྱི་ཁ་འགྱོ་ནི།
I'll go to Karma's place Karmaorrow.,ང་གིས་ནངས་པ་ཀརྨ་གི་སྡོད་སར་འགྱོ་ནི་ཨིན།
I'll go to the dentist Karmaorrow.,ང་ནངས་པ་སོའི་དྲུང་འཚོ་འབད་སར་འགྱོ་ནི་ཨིན།
"I'll graduate this year, I hope.",ང་ཨ་ནཱི་ལོ་ནང་བཙུགས་ལག་ཤེས་ཚད་འཐོབ་པའི་རེ་བ་ཡོད།
I'll have lunch waiting for you.,ང་ཁྱོད་ལུ་སྒུག་སྟེ་ར་ཉི་མ་གི་ལྟོ་ཟ་ནི་ཨིན།
I'll just have one or two beers.,ང་གིས་བི་ཡར་གཅིག་གཉིས་ཙམ་ཅིག་འཐུང་ནི་ཨིན།
I'll never forget this incident.,ང་གིས་ཨ་ནཱི་བྱུང་རྐྱེན་འདི་རྩ་ལས་མི་བརྗེད།
I'll never forget your kindness.,ང་གིས་ཁྱོད་ཀྱི་བྱམས་བརྩེ་རྩ་ལས་མི་བརྗེད།
I'll not be at home next Sunday.,ཤུལ་མམ་གྱི་གཟའ་ཟླཝ་ལུ་ང་ཁྱིམ་ནང་མི་སྡོད།
I'll put you out of your misery.,ང་གིས་ཁྱོད་སྡུག་བསྔལ་ལས་བཏོན་བཞག་དགེ།
I'll see you Karmaorrow at school.,ང་གིས་ཁྱོད་ནངས་པ་སློབ་གྲྭ་ནང་འཕྱད་དགེ།
I'll show you how to catch fish.,ང་གིས་ཁྱོད་ལུ་ཉ་ག་དེ་སྦེ་གཟུང་ནི་ཨིན་ན་སྟོན་དགེ།
I'll show you that you're wrong.,ང་གིས་ཁྱོད་འཛོལ་ནུག་ཟེར་ཁྱོད་ལུ་སྟོན་དགེ།
I'll stay here until you return.,ཁྱོད་ལོག་མ་ལྷོད་ཚུན་ཚོད་ང་ནཱ་སྡོད་འོང་།
I'll study harder in the future.,ང་གིས་མ་འོངས་པ་ནང་དཔེ་ཆ་བརྩོན་ཤུགས་བསྐྱེད་དེ་ལྷབ་ནི་ཨིན།
I'll take it into consideration.,ང་གིས་འདི་ལུ་ཆ་བཞག་དགེ།
I'll take my dog out for a walk.,ང་གིས་ངེ་གི་རོ་ཁྱི་ཕྱི་ཁ་ལམ་འགྲུལ་ནང་འཁྱིད་ནི།
I'll take two or three days off.,ང་གིས་ཉིནམ་གཉིས་ཡང་ན་གསུམ་ངལ་གསོ་ལེན་ནི་ཨིན།
I'll tell everyone what you did.,ཁྱོད་ཀྱི་ག་ཅི་འབད་ཡི་ག་ང་གིས་ག་ར་ལུ་སླབ་ནི་ཨིན།
I'll tell you when we get there.,ང་བཅས་དེ་ནང་ནམ་ལྷོད་ནི་ཨིན་ན་ང་གིས་ཁྱོད་ལུ་སླབ་དགེ།
I'll try to do better next time.,ང་གིས་ཤུལ་མའི་དུས་ཚོད་ནང་དྲགཔ་སྦེ་འབད་ནི་དཔའ་བཅམ་དགེ།
I'm afraid I have no experience.,ང་ལུ་ཉམས་མྱོང་མེད་ནི་འདི་གི་ང་འདྲོག་པས།
I'm afraid it may rain Karmaorrow.,ཡང་ཅིན་ནངས་པ་ཆརཔ་རྐྱབ་འོང་མནོ་སྟེ་ང་འདྲོག་པས།
I'm afraid it's not a good idea.,འདི་ཐབས་ཤེས་ལེགས་ཤོམ་མེན་ནི་འདི་གི་ང་འདྲོག་པས།
I'm afraid it's not that simple.,དེ་ཅི་འཇམ་ཏོང་ཏོ་མེན་ནི་འདི་གི་ང་འདྲོག་པས།
I'm afraid that I might be late.,ང་ཡང་ན་འཕྱིས་འོང་མནོ་སྟེ་འདྲོག་པས།
I'm afraid this key doesn't fit.,ང་འདྲོག་པས་ཨ་ནཱི་ལྡེ་མིག་མི་བཏུབ་པས།
I'm afraid you misunderstood me.,ང་འདྲོག་པས་ ཁྱོད་ཀྱི་ང་ལུ་གོ་བ་འཛོལ་ནུག།
I'm almost 180 centimeters tall.,ང་མཐོ་ཚད་ཧ་ལམ་སེན་ཊི་མི་ཊར་༡༨༠་འདུག།
I'm already in a lot of trouble.,ང་ཧེ་མ་ལས་དཀའ་ངལ་ལེ་ཤ་ནང་ཨིན།
I'm busy preparing for the trip.,ང་སྐོར་འགྲུལ་གྲ་སྒྲིག་དོན་ལས་འུར་བྱེལ་ཐབ་འཐབ་པའི་བསྒང་ཨིན།
I'm concerned with Karma's safety.,ཀརྨ་གི་ཉེན་སྲུང་དོན་ལས་ཚ་གྱང་ལངས་ཡི།
I'm considering going with them.,ང་གིས་ཁོང་དང་མཉམ་གཅིག་འགྱོ་ནི་ལུ་གཞི་བཞགཔ་ཨིན།
I'm convinced that you're right.,ཁྱོད་ཕྲང་པས་ཟེར་ང་གིས་བདེན་འཛིན་རེ་ཡི།
I'm exhausted. I'm going to bed.,ང་འུ་སྡུག་ཡི་  ང་ཉལ་བར་འགྱོ་ནི།
I'm expecting a letter from her.,ང་མོ་ལས་ཡི་གུ་རེ་ཆི་བསྐྱེད་དོ།
I'm experiencing some heartburn.,ང་ལུ་བྱང་ཁོག་ཚ་ཟུག་ཨ་ཙི་ཅིག་མྱོང་དོ།
I'm familiar with the situation.,ང་གནས་སྟངས་དང་མཉམ་གོམས་འདྲིས་ཡོད།
I'm friends with all those guys.,ང་ཨ་ནཱི་ཕོ་སྐྱེས་ག་ར་དང་མཉམ་གཅིག་ཆ་རོགས་ཨིན།
